ParkID,PSA,Park,FQ,Score
756668,GGP,Golden Gate Park - Section 4,FY13Q3,1
84,PSA4,Parkside Square,FY13Q3,0.898
137,PSA1,Collis P. Huntington Park,FY13Q3,0.978
135,PSA2,Union Square,FY13Q3,1
180,PSA5,Sunnyside Conservatory,FY13Q3,0.971
67,PSA5,Sunnyside Playground,FY13Q3,0.953
73,PSA5,Seward Mini Park,FY13Q3,1
88,PSA4,McCoppin Square,FY13Q3,0.968
756669,GGP,Golden Gate Park - Section 5,FY13Q3,0.957
143,PSA1,Sue Bierman Park,FY13Q3,1
119,PSA2,Margaret S. Hayward Playground,FY13Q3,0.91
132,PSA1,Moscone Recreation Center,FY13Q3,0.912
957226,PSA4,Chester-Palmetto Mini Park,FY13Q3,0.962
18,PSA4,Brooks Park,FY13Q3,0.821
756665,GGP,Golden Gate Park - Section 1,FY13Q3,0.875
193,PSA2,Esprit Park,FY13Q3,1
91,PSA4,West Sunset Playground,FY13Q3,0.954
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY13Q3,1
28,PSA3,John McLaren Park,FY13Q3,0.771
28,PSA3,John McLaren Park,FY13Q3,0.805
99,PSA1,Rochambeau Playground,FY13Q3,0.889
100,PSA1,Richmond Playground,FY13Q3,0.95
170,PSA1,Woh Hei Yuen Park,FY13Q3,0.9
149,PSA1,Telegraph Hill/Pioneer Park,FY13Q3,0.906
145,PSA1,Ina Coolbrith Mini Park,FY13Q3,0.792
39,PSA3,Silver Terrace Playground,FY13Q3,0.857
81,PSA5,Buena Vista Park,FY13Q3,0.917
756666,GGP,Golden Gate Park - Section 2,FY13Q3,0.929
136,PSA1,St. Mary's Square,FY13Q3,0.939
122,PSA2,Jefferson Square,FY13Q3,0.919
157,PSA3,Selby-Palou Mini Park,FY13Q3,0.977
63,PSA6,Mission Dolores Park,FY13Q3,0.935
105,PSA1,Angelo J. Rossi Playground,FY13Q3,0.86
110,PSA1,Cow Hollow Playground,FY13Q3,0.962
111,PSA1,Palace of Fine Arts,FY13Q3,0.941
112,PSA1,Yacht Harbor & Marina Green,FY13Q3,1
169,PSA2,Victoria Manalo Draves Park,FY13Q3,0.977
55,PSA2,Franklin Square,FY13Q3,0.947
38,PSA3,Bay View Playground,FY13Q3,0.921
10,PSA4,Lake Merced Park,FY13Q3,0.87
1,PSA5,Glen Park,FY13Q3,0.897
115,PSA2,Koshland Park,FY13Q3,0.941
114,PSA2,Page-Laguna Mini Park,FY13Q3,0.968
44,PSA3,Gilman Playground,FY13Q3,0.97
48,PSA3,India Basin Shoreline Park,FY13Q3,1
163,PSA4,Lower Great Highway,FY13Q3,0.78
756668,GGP,Golden Gate Park - Section 4,FY13Q3,0.905
756669,GGP,Golden Gate Park - Section 5,FY13Q3,0.956
756668,GGP,Golden Gate Park - Section 4,FY13Q3,0.744
103,PSA1,Lincoln Park,FY13Q3,0.844
151,PSA1,Alice Marble Tennis Courts,FY13Q3,1
131,PSA1,Allyne Park,FY13Q3,1
106,PSA2,Beideman-O'Farrell Mini Park,FY13Q3,1
52,PSA2,Potrero Hill Recreation Center,FY13Q3,0.915
28,PSA3,John McLaren Park,FY13Q3,1
188,PSA3,Palou-Phelps Park,FY13Q3,0.844
164,PSA3,Crocker Amazon Playground,FY13Q3,0.9
61,PSA6,Mission Playground,FY13Q3,1
93,PSA4,Sunset Playground,FY13Q3,0.99
756670,GGP,Golden Gate Park - Section 6,FY13Q3,0.837
756669,GGP,Golden Gate Park - Section 5,FY13Q3,0.827
756666,GGP,Golden Gate Park - Section 2,FY13Q3,0.864
756665,GGP,Golden Gate Park - Section 1,FY13Q3,0.983
97,PSA1,Argonne Playground,FY13Q3,0.951
156,PSA1,10th Avenue-Clement Mini Park,FY13Q3,0.943
184,PSA1,Fay Park,FY13Q3,1
138,PSA1,Justin Herman-Embarcadero Plaza,FY13Q3,0.969
146,PSA1,Hyde-Vallejo Mini Park,FY13Q3,0.9
150,PSA1,Joe DiMaggio North Beach Playground,FY13Q3,0.857
203,PSA1,Broadway Tunnel West Mini Park,FY13Q3,0.861
108,PSA2,Bush-Broderick Mini Park,FY13Q3,0.867
117,PSA2,Alamo Square,FY13Q3,0.918
53,PSA2,McKinley Square,FY13Q3,0.653
26,PSA3,Kelloch Velasco Mini Park,FY13Q3,0.938
158,PSA5,Joost-Baden Mini Park,FY13Q3,1
195,PSA5,Peixotto Playground,FY13Q3,0.986
187,PSA6,Parque Ninos Unidos,FY13Q3,0.893
176,PSA6,Mullen-Peralta Mini Park,FY13Q3,1
756666,GGP,Golden Gate Park - Section 2,FY13Q3,0.948
756667,GGP,Golden Gate Park - Section 3,FY13Q3,0.957
148,PSA1,Michelangelo Playground,FY13Q3,0.915
129,PSA1,Alta Plaza,FY13Q3,0.776
147,PSA1,Washington Square,FY13Q3,0.977
144,PSA1,Washington-Hyde Mini Park,FY13Q3,1
104,PSA2,Grattan Playground,FY13Q3,0.889
124,PSA2,Raymond Kimbell Playground,FY13Q3,0.973
125,PSA2,Hamilton Recreation Center,FY13Q3,0.912
57,PSA2,Eugene Friend Recreation Center,FY13Q3,0.976
56,PSA2,South Park,FY13Q3,0.959
27,PSA3,Visitacion Valley Playground,FY13Q3,0.956
42,PSA3,Little Hollywood Park,FY13Q3,1
137671,PSA3,Herz Playground,FY13Q3,0.935
9,PSA4,Rolph Nicol Playground,FY13Q3,0.917
65,PSA4,Aptos Playground,FY13Q3,0.851
75,PSA5,Eureka Valley Recreation Center,FY13Q3,1
66,PSA5,Balboa Park,FY13Q3,0.942
31,PSA6,St. Mary's Recreation Center,FY13Q3,0.977
33,PSA6,Bernal Heights Recreation Center,FY13Q3,0.905
756669,GGP,Golden Gate Park - Section 5,FY13Q3,0.49
756666,GGP,Golden Gate Park - Section 2,FY13Q3,0.904
154,PSA1,Joseph Conrad Mini Park,FY13Q3,0.903
166,PSA1,Julius Kahn Playground,FY13Q3,0.992
28,PSA3,John McLaren Park,FY13Q3,0.85
40,PSA3,Joseph Lee Recreation Center,FY13Q3,0.935
10,PSA4,Lake Merced Park,FY13Q3,0.973
196,PSA4,Head-Brotherhood Mini Park,FY13Q3,1
17,PSA4,Merced Heights Playground,FY13Q3,0.986
107857,PSA5,Roosevelt-Henry Steps,FY13Q3,0.85
60,PSA6,Jose Coronado Playground,FY13Q3,0.873
50,PSA6,James Rolph Jr. Playground,FY13Q3,1
59,PSA6,Mission Recreation Center,FY13Q3,0.949
191,PSA6,Kid Power Park,FY13Q3,0.978
756669,GGP,Golden Gate Park - Section 5,FY13Q3,0.943
756667,GGP,Golden Gate Park - Section 3,FY13Q3,0.833
155,PSA1,Muriel Leff Mini Park,FY13Q3,0.87
126,PSA2,Japantown Peace Plaza,FY13Q3,0.933
54,PSA2,Jackson Playground,FY13Q3,0.951
137665,PSA3,Louis Sutter Playground,FY13Q3,0.916
45,PSA3,Youngblood Coleman Playground,FY13Q3,0.874
46,PSA3,Adam Rogers Park,FY13Q3,0.787
47,PSA3,Hilltop Park,FY13Q3,0.962
82,PSA4,Pine Lake Park,FY13Q3,0.957
10,PSA4,Lake Merced Park,FY13Q3,0.647
167,PSA4,Midtown Terrace Playground,FY13Q3,1
68,PSA4,West Portal Playground,FY13Q3,0.8
22,PSA5,Upper Noe Recreation Center,FY13Q3,0.966
80,PSA5,Corona Heights,FY13Q3,0.86
23,PSA6,Juri Commons,FY13Q3,1
34,PSA6,Coleridge Mini Park,FY13Q3,1
24,PSA6,Garfield Square,FY13Q3,0.976
37,PSA6,Precita Park,FY13Q3,0.978
62,PSA6,Alioto Mini Park,FY13Q3,0.844
49,PSA6,Potrero del Sol Park,FY13Q3,0.983
756670,GGP,Golden Gate Park - Section 6,FY13Q3,0.759
756670,GGP,Golden Gate Park - Section 6,FY13Q3,0.957
756665,GGP,Golden Gate Park - Section 1,FY13Q3,0.963
96,PSA1,Fulton Playground,FY13Q3,1
98,PSA1,DuPont Courts,FY13Q3,0.778
172,PSA1,Richmond Recreation Center,FY13Q3,0.985
142,PSA1,Maritime Plaza,FY13Q3,1
59481,PSA2,Patricia's Green in Hayes Valley,FY13Q3,1
127,PSA2,Cottage Row Mini Park,FY13Q3,0.857
121,PSA2,Buchanan Street Mall,FY13Q3,0.825
116,PSA2,Hayes Valley Playground,FY13Q3,1
123,PSA2,Sgt. John Macaulay Park,FY13Q3,0.852
168,PSA2,Tenderloin Children's Recreation Center,FY13Q3,1
14,PSA3,Lessing-Sears Mini Park,FY13Q3,0.889
29,PSA3,Excelsior Playground,FY13Q3,0.946
25,PSA3,Alice Chalmers Playground,FY13Q3,0.704
19,PSA4,Minnie & Lovie Ward Recreation Center,FY13Q3,0.907
4,PSA5,Walter Haas Playground,FY13Q3,0.869
7,PSA5,George Christopher Playground,FY13Q3,0.963
72,PSA5,Noe Valley Courts,FY13Q3,0.88
51,PSA6,24th Street-York Mini Park,FY13Q3,0.971
199,PSA6,Coso-Precita Mini Park,FY13Q3,1
109,PSA1,Presidio Heights Playground,FY13Q3,0.97
107,PSA1,Laurel Hill Playground,FY13Q3,0.972
140,PSA1,Betty Ann Ong Chinese Recreation Center,FY13Q3,1
139,PSA1,Willie Woo Woo Wong Playground,FY13Q3,0.928
85,PSA4,South Sunset Playground,FY13Q3,0.988
90,PSA4,J. P. Murphy Playground,FY13Q3,1
89,PSA4,Golden Gate Heights Park,FY13Q3,0.763
102,PSA1,Mountain Lake Park,FY13Q3,0.946
202,PSA2,Utah-18th Street Mini Park,FY13Q3,1
177,PSA3,Visitacion Valley Greenway,FY13Q3,0.955
16,PSA4,Randolph-Bright Mini Park,FY13Q3,0.952
113,PSA6,Duboce Park,FY13Q3,0.969
101,PSA1,Park Presidio Boulevard,FY13Q3,0.778
957226,PSA4,Chester-Palmetto Mini Park,FY13Q4,0.923
73,PSA5,Seward Mini Park,FY13Q4,0.947
24,PSA6,Garfield Square,FY13Q4,1
121,PSA2,Buchanan Street Mall,FY13Q4,0.817
127,PSA2,Cottage Row Mini Park,FY13Q4,1
756666,GGP,Golden Gate Park - Section 2,FY13Q4,0.805
22,PSA5,Upper Noe Recreation Center,FY13Q4,0.967
756666,GGP,Golden Gate Park - Section 2,FY13Q4,0.808
166,PSA1,Julius Kahn Playground,FY13Q4,0.991
108,PSA2,Bush-Broderick Mini Park,FY13Q4,0.967
99,PSA1,Rochambeau Playground,FY13Q4,0.876
91,PSA4,West Sunset Playground,FY13Q4,0.817
51,PSA6,24th Street-York Mini Park,FY13Q4,1
187,PSA6,Parque Ninos Unidos,FY13Q4,0.959
103,PSA1,Lincoln Park,FY13Q4,0.932
202,PSA2,Utah-18th Street Mini Park,FY13Q4,1
81,PSA5,Buena Vista Park,FY13Q4,0.889
145,PSA1,Ina Coolbrith Mini Park,FY13Q4,0.708
61,PSA6,Mission Playground,FY13Q4,0.988
59,PSA6,Mission Recreation Center,FY13Q4,0.988
109,PSA1,Presidio Heights Playground,FY13Q4,0.923
193,PSA2,Esprit Park,FY13Q4,0.857
53,PSA2,McKinley Square,FY13Q4,0.929
28,PSA3,John McLaren Park,FY13Q4,0.925
48,PSA3,India Basin Shoreline Park,FY13Q4,0.985
89,PSA4,Golden Gate Heights Park,FY13Q4,0.898
756668,GGP,Golden Gate Park - Section 4,FY13Q4,0.914
756668,GGP,Golden Gate Park - Section 4,FY13Q4,0.949
756665,GGP,Golden Gate Park - Section 1,FY13Q4,0.975
157,PSA3,Selby-Palou Mini Park,FY13Q4,0.976
45,PSA3,Youngblood Coleman Playground,FY13Q4,0.942
10,PSA4,Lake Merced Park,FY13Q4,0.653
17,PSA4,Merced Heights Playground,FY13Q4,0.914
75,PSA5,Eureka Valley Recreation Center,FY13Q4,0.988
100,PSA1,Richmond Playground,FY13Q4,0.932
107,PSA1,Laurel Hill Playground,FY13Q4,0.784
47,PSA3,Hilltop Park,FY13Q4,0.842
27,PSA3,Visitacion Valley Playground,FY13Q4,0.854
25,PSA3,Alice Chalmers Playground,FY13Q4,0.823
90,PSA4,J. P. Murphy Playground,FY13Q4,1
158,PSA5,Joost-Baden Mini Park,FY13Q4,1
31,PSA6,St. Mary's Recreation Center,FY13Q4,0.985
38,PSA3,Bay View Playground,FY13Q4,0.76
39,PSA3,Silver Terrace Playground,FY13Q4,0.991
167,PSA4,Midtown Terrace Playground,FY13Q4,0.937
756669,GGP,Golden Gate Park - Section 5,FY13Q4,0.902
129,PSA1,Alta Plaza,FY13Q4,0.948
55,PSA2,Franklin Square,FY13Q4,0.93
756670,GGP,Golden Gate Park - Section 6,FY13Q4,0.92
122,PSA2,Jefferson Square,FY13Q4,0.794
57,PSA2,Eugene Friend Recreation Center,FY13Q4,0.883
72,PSA5,Noe Valley Courts,FY13Q4,0.939
142,PSA1,Maritime Plaza,FY13Q4,1
130,PSA1,Helen Wills Playground,FY13Q4,0.94
44,PSA3,Gilman Playground,FY13Q4,0.759
19,PSA4,Minnie & Lovie Ward Recreation Center,FY13Q4,0.925
107857,PSA5,Roosevelt-Henry Steps,FY13Q4,1
200,PSA5,States Street Playground,FY13Q4,0.845
154,PSA1,Joseph Conrad Mini Park,FY13Q4,0.885
146,PSA1,Hyde-Vallejo Mini Park,FY13Q4,1
141,PSA1,Portsmouth Square,FY13Q4,0.875
16,PSA4,Randolph-Bright Mini Park,FY13Q4,1
756665,GGP,Golden Gate Park - Section 1,FY13Q4,0.952
139,PSA1,Willie Woo Woo Wong Playground,FY13Q4,0.771
28,PSA3,John McLaren Park,FY13Q4,0.714
18,PSA4,Brooks Park,FY13Q4,0.974
196,PSA4,Head-Brotherhood Mini Park,FY13Q4,1
32,PSA6,Holly Park,FY13Q4,1
136,PSA1,St. Mary's Square,FY13Q4,0.804
137671,PSA3,Herz Playground,FY13Q4,0.9
10,PSA4,Lake Merced Park,FY13Q4,0.941
132,PSA1,Moscone Recreation Center,FY13Q4,0.867
104,PSA2,Grattan Playground,FY13Q4,0.91
86,PSA4,Carl Larsen Park,FY13Q4,0.916
78,PSA5,Mt. Olympus,FY13Q4,0.947
23,PSA6,Juri Commons,FY13Q4,0.884
33,PSA6,Bernal Heights Recreation Center,FY13Q4,0.986
34,PSA6,Coleridge Mini Park,FY13Q4,1
756669,GGP,Golden Gate Park - Section 5,FY13Q4,0.958
120,PSA2,Golden Gate-Steiner Mini Park,FY13Q4,0.833
117,PSA2,Alamo Square,FY13Q4,0.659
756666,GGP,Golden Gate Park - Section 2,FY13Q4,0.793
756665,GGP,Golden Gate Park - Section 1,FY13Q4,0.905
105,PSA1,Angelo J. Rossi Playground,FY13Q4,0.727
203,PSA1,Broadway Tunnel West Mini Park,FY13Q4,0.972
170,PSA1,Woh Hei Yuen Park,FY13Q4,0.901
67,PSA5,Sunnyside Playground,FY13Q4,0.965
756669,GGP,Golden Gate Park - Section 5,FY13Q4,0.988
124,PSA2,Raymond Kimbell Playground,FY13Q4,0.855
114,PSA2,Page-Laguna Mini Park,FY13Q4,1
52,PSA2,Potrero Hill Recreation Center,FY13Q4,0.949
46,PSA3,Adam Rogers Park,FY13Q4,0.763
26,PSA3,Kelloch Velasco Mini Park,FY13Q4,0.894
83,PSA4,Sigmund Stern Recreation Grove,FY13Q4,0.891
82,PSA4,Pine Lake Park,FY13Q4,0.808
68,PSA4,West Portal Playground,FY13Q4,0.941
1,PSA5,Glen Park,FY13Q4,0.988
756668,GGP,Golden Gate Park - Section 4,FY13Q4,0.851
756668,GGP,Golden Gate Park - Section 4,FY13Q4,0.871
102,PSA1,Mountain Lake Park,FY13Q4,0.978
138,PSA1,Justin Herman-Embarcadero Plaza,FY13Q4,0.833
115,PSA2,Koshland Park,FY13Q4,0.98
59481,PSA2,Patricia's Green in Hayes Valley,FY13Q4,0.977
192,PSA2,Turk-Hyde Mini Park,FY13Q4,1
93,PSA4,Sunset Playground,FY13Q4,1
10,PSA4,Lake Merced Park,FY13Q4,0.727
79,PSA5,Saturn Street Steps,FY13Q4,1
191,PSA6,Kid Power Park,FY13Q4,1
143,PSA1,Sue Bierman Park,FY13Q4,1
137665,PSA3,Louis Sutter Playground,FY13Q4,0.926
177,PSA3,Visitacion Valley Greenway,FY13Q4,0.955
40,PSA3,Joseph Lee Recreation Center,FY13Q4,0.783
188,PSA3,Palou-Phelps Park,FY13Q4,0.378
14,PSA3,Lessing-Sears Mini Park,FY13Q4,0.911
9,PSA4,Rolph Nicol Playground,FY13Q4,1
70,PSA5,Miraloma Playground,FY13Q4,0.978
195,PSA5,Peixotto Playground,FY13Q4,0.963
756669,GGP,Golden Gate Park - Section 5,FY13Q4,0.769
756670,GGP,Golden Gate Park - Section 6,FY13Q4,0.721
756666,GGP,Golden Gate Park - Section 2,FY13Q4,0.939
172,PSA1,Richmond Recreation Center,FY13Q4,0.982
155,PSA1,Muriel Leff Mini Park,FY13Q4,0.964
110,PSA1,Cow Hollow Playground,FY13Q4,1
150,PSA1,Joe DiMaggio North Beach Playground,FY13Q4,0.912
54,PSA2,Jackson Playground,FY13Q4,0.932
84,PSA4,Parkside Square,FY13Q4,0.93
13,PSA4,Junipero Serra Playground,FY13Q4,0.839
180,PSA5,Sunnyside Conservatory,FY13Q4,1
4,PSA5,Walter Haas Playground,FY13Q4,0.869
80,PSA5,Corona Heights,FY13Q4,0.878
756670,GGP,Golden Gate Park - Section 6,FY13Q4,0.698
756668,GGP,Golden Gate Park - Section 4,FY13Q4,0.854
756665,GGP,Golden Gate Park - Section 1,FY13Q4,0.882
756667,GGP,Golden Gate Park - Section 3,FY13Q4,0.931
148,PSA1,Michelangelo Playground,FY13Q4,0.955
137,PSA1,Collis P. Huntington Park,FY13Q4,0.957
147,PSA1,Washington Square,FY13Q4,0.905
106,PSA2,Beideman-O'Farrell Mini Park,FY13Q4,0.958
116,PSA2,Hayes Valley Playground,FY13Q4,1
56,PSA2,South Park,FY13Q4,0.958
169,PSA2,Victoria Manalo Draves Park,FY13Q4,0.954
28,PSA3,John McLaren Park,FY13Q4,0.765
164,PSA3,Crocker Amazon Playground,FY13Q4,0.914
10,PSA4,Lake Merced Park,FY13Q4,0.89
7,PSA5,George Christopher Playground,FY13Q4,0.824
201,PSA6,Prentiss Mini Park,FY13Q4,0.912
176,PSA6,Mullen-Peralta Mini Park,FY13Q4,1
37,PSA6,Precita Park,FY13Q4,0.98
756669,GGP,Golden Gate Park - Section 5,FY13Q4,0.893
156,PSA1,10th Avenue-Clement Mini Park,FY13Q4,0.943
97,PSA1,Argonne Playground,FY13Q4,0.838
101,PSA1,Park Presidio Boulevard,FY13Q4,0.941
151,PSA1,Alice Marble Tennis Courts,FY13Q4,1
131,PSA1,Allyne Park,FY13Q4,1
112,PSA1,Yacht Harbor & Marina Green,FY13Q4,0.989
111,PSA1,Palace of Fine Arts,FY13Q4,0.922
140,PSA1,Betty Ann Ong Chinese Recreation Center,FY13Q4,1
135,PSA2,Union Square,FY13Q4,0.976
119,PSA2,Margaret S. Hayward Playground,FY13Q4,0.919
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY13Q4,0.962
168,PSA2,Tenderloin Children's Recreation Center,FY13Q4,1
123,PSA2,Sgt. John Macaulay Park,FY13Q4,1
29,PSA3,Excelsior Playground,FY13Q4,0.798
85,PSA4,South Sunset Playground,FY13Q4,0.933
88,PSA4,McCoppin Square,FY13Q4,0.957
65,PSA4,Aptos Playground,FY13Q4,0.966
159,PSA5,Cayuga-Lamartine Mini Park,FY13Q4,0.962
66,PSA5,Balboa Park,FY13Q4,0.956
113,PSA6,Duboce Park,FY13Q4,0.906
63,PSA6,Mission Dolores Park,FY13Q4,0.906
199,PSA6,Coso-Precita Mini Park,FY13Q4,1
756670,GGP,Golden Gate Park - Section 6,FY13Q4,0.89
756667,GGP,Golden Gate Park - Section 3,FY13Q4,1
98,PSA1,DuPont Courts,FY13Q4,0.913
96,PSA1,Fulton Playground,FY13Q4,1
184,PSA1,Fay Park,FY13Q4,0.971
149,PSA1,Telegraph Hill/Pioneer Park,FY13Q4,1
144,PSA1,Washington-Hyde Mini Park,FY13Q4,0.977
125,PSA2,Hamilton Recreation Center,FY13Q4,0.929
126,PSA2,Japantown Peace Plaza,FY13Q4,1
163,PSA4,Lower Great Highway,FY13Q4,0.866
50,PSA6,James Rolph Jr. Playground,FY13Q4,0.896
49,PSA6,Potrero del Sol Park,FY13Q4,0.841
48,PSA3,India Basin Shoreline Park,FY14Q1,0.954
199,PSA6,Coso-Precita Mini Park,FY14Q1,0.938
37,PSA6,Precita Park,FY14Q1,0.96
756665,GGP,Golden Gate Park - Section 1,FY14Q1,0.983
110,PSA1,Cow Hollow Playground,FY14Q1,1
47,PSA3,Hilltop Park,FY14Q1,0.51
756665,GGP,Golden Gate Park - Section 1,FY14Q1,1
139,PSA1,Willie Woo Woo Wong Playground,FY14Q1,0.935
176,PSA6,Mullen-Peralta Mini Park,FY14Q1,1
38,PSA3,Bay View Playground,FY14Q1,0.657
44,PSA3,Gilman Playground,FY14Q1,0.578
756666,GGP,Golden Gate Park - Section 2,FY14Q1,0.92
136,PSA1,St. Mary's Square,FY14Q1,1
141,PSA1,Portsmouth Square,FY14Q1,0.914
31,PSA6,St. Mary's Recreation Center,FY14Q1,0.991
756666,GGP,Golden Gate Park - Section 2,FY14Q1,0.928
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY14Q1,0.944
123,PSA2,Sgt. John Macaulay Park,FY14Q1,0.893
46,PSA3,Adam Rogers Park,FY14Q1,0.85
154,PSA1,Joseph Conrad Mini Park,FY14Q1,1
68,PSA4,West Portal Playground,FY14Q1,0.882
155,PSA1,Muriel Leff Mini Park,FY14Q1,0.9
109,PSA1,Presidio Heights Playground,FY14Q1,1
67,PSA5,Sunnyside Playground,FY14Q1,0.953
158,PSA5,Joost-Baden Mini Park,FY14Q1,0.917
147,PSA1,Washington Square,FY14Q1,0.902
144,PSA1,Washington-Hyde Mini Park,FY14Q1,1
756670,GGP,Golden Gate Park - Section 6,FY14Q1,1
59481,PSA2,Patricia's Green in Hayes Valley,FY14Q1,0.952
756670,GGP,Golden Gate Park - Section 6,FY14Q1,0.868
28,PSA3,John McLaren Park,FY14Q1,0.989
7,PSA5,George Christopher Playground,FY14Q1,0.973
40,PSA3,Joseph Lee Recreation Center,FY14Q1,1
82,PSA4,Pine Lake Park,FY14Q1,0.66
50,PSA6,James Rolph Jr. Playground,FY14Q1,0.981
49,PSA6,Potrero del Sol Park,FY14Q1,0.886
105,PSA1,Angelo J. Rossi Playground,FY14Q1,0.992
172,PSA1,Richmond Recreation Center,FY14Q1,1
101,PSA1,Park Presidio Boulevard,FY14Q1,0.833
120,PSA2,Golden Gate-Steiner Mini Park,FY14Q1,0.944
177,PSA3,Visitacion Valley Greenway,FY14Q1,0.909
65,PSA4,Aptos Playground,FY14Q1,0.864
19,PSA4,Minnie & Lovie Ward Recreation Center,FY14Q1,0.822
1,PSA5,Glen Park,FY14Q1,0.855
756669,GGP,Golden Gate Park - Section 5,FY14Q1,1
107,PSA1,Laurel Hill Playground,FY14Q1,1
102,PSA1,Mountain Lake Park,FY14Q1,1
132,PSA1,Moscone Recreation Center,FY14Q1,0.967
131,PSA1,Allyne Park,FY14Q1,0.97
193,PSA2,Esprit Park,FY14Q1,0.964
54,PSA2,Jackson Playground,FY14Q1,0.913
27,PSA3,Visitacion Valley Playground,FY14Q1,0.72
10,PSA4,Lake Merced Park,FY14Q1,0.884
80,PSA5,Corona Heights,FY14Q1,0.847
756670,GGP,Golden Gate Park - Section 6,FY14Q1,0.977
756669,GGP,Golden Gate Park - Section 5,FY14Q1,0.83
756665,GGP,Golden Gate Park - Section 1,FY14Q1,1
128,PSA1,Lafayette Park,FY14Q1,1
202,PSA2,Utah-18th Street Mini Park,FY14Q1,0.955
29,PSA3,Excelsior Playground,FY14Q1,0.913
14,PSA3,Lessing-Sears Mini Park,FY14Q1,0.957
164,PSA3,Crocker Amazon Playground,FY14Q1,0.957
164,PSA3,Crocker Amazon Playground,FY14Q1,0.794
39,PSA3,Silver Terrace Playground,FY14Q1,0.911
25,PSA3,Alice Chalmers Playground,FY14Q1,0.805
91,PSA4,West Sunset Playground,FY14Q1,0.817
90,PSA4,J. P. Murphy Playground,FY14Q1,0.973
17,PSA4,Merced Heights Playground,FY14Q1,0.9
16,PSA4,Randolph-Bright Mini Park,FY14Q1,0.857
61,PSA6,Mission Playground,FY14Q1,0.952
32,PSA6,Holly Park,FY14Q1,0.98
59,PSA6,Mission Recreation Center,FY14Q1,0.944
34,PSA6,Coleridge Mini Park,FY14Q1,0.967
756665,GGP,Golden Gate Park - Section 1,FY14Q1,1
156,PSA1,10th Avenue-Clement Mini Park,FY14Q1,1
148,PSA1,Michelangelo Playground,FY14Q1,0.94
111,PSA1,Palace of Fine Arts,FY14Q1,0.942
145,PSA1,Ina Coolbrith Mini Park,FY14Q1,0.96
119,PSA2,Margaret S. Hayward Playground,FY14Q1,0.941
28,PSA3,John McLaren Park,FY14Q1,0.98
26,PSA3,Kelloch Velasco Mini Park,FY14Q1,0.944
83,PSA4,Sigmund Stern Recreation Grove,FY14Q1,0.951
85,PSA4,South Sunset Playground,FY14Q1,0.95
13,PSA4,Junipero Serra Playground,FY14Q1,1
10,PSA4,Lake Merced Park,FY14Q1,0.973
78,PSA5,Mt. Olympus,FY14Q1,0.632
23,PSA6,Juri Commons,FY14Q1,0.953
51,PSA6,24th Street-York Mini Park,FY14Q1,0.97
756669,GGP,Golden Gate Park - Section 5,FY14Q1,0.965
756668,GGP,Golden Gate Park - Section 4,FY14Q1,1
97,PSA1,Argonne Playground,FY14Q1,0.951
143,PSA1,Sue Bierman Park,FY14Q1,0.842
150,PSA1,Joe DiMaggio North Beach Playground,FY14Q1,0.849
108,PSA2,Bush-Broderick Mini Park,FY14Q1,0.786
135,PSA2,Union Square,FY14Q1,0.952
116,PSA2,Hayes Valley Playground,FY14Q1,0.966
104,PSA2,Grattan Playground,FY14Q1,0.897
124,PSA2,Raymond Kimbell Playground,FY14Q1,0.936
56,PSA2,South Park,FY14Q1,0.959
169,PSA2,Victoria Manalo Draves Park,FY14Q1,0.975
57,PSA2,Eugene Friend Recreation Center,FY14Q1,0.957
18,PSA4,Brooks Park,FY14Q1,0.725
196,PSA4,Head-Brotherhood Mini Park,FY14Q1,0.774
70,PSA5,Miraloma Playground,FY14Q1,0.967
72,PSA5,Noe Valley Courts,FY14Q1,0.928
73,PSA5,Seward Mini Park,FY14Q1,0.737
79,PSA5,Saturn Street Steps,FY14Q1,0.917
159,PSA5,Cayuga-Lamartine Mini Park,FY14Q1,0.968
81,PSA5,Buena Vista Park,FY14Q1,1
75,PSA5,Eureka Valley Recreation Center,FY14Q1,0.988
195,PSA5,Peixotto Playground,FY14Q1,0.938
756669,GGP,Golden Gate Park - Section 5,FY14Q1,0.924
756668,GGP,Golden Gate Park - Section 4,FY14Q1,0.968
756669,GGP,Golden Gate Park - Section 5,FY14Q1,0.874
756667,GGP,Golden Gate Park - Section 3,FY14Q1,0.944
96,PSA1,Fulton Playground,FY14Q1,1
95,PSA1,Cabrillo Playground,FY14Q1,0.977
151,PSA1,Alice Marble Tennis Courts,FY14Q1,1
166,PSA1,Julius Kahn Playground,FY14Q1,0.984
112,PSA1,Yacht Harbor & Marina Green,FY14Q1,0.989
146,PSA1,Hyde-Vallejo Mini Park,FY14Q1,1
203,PSA1,Broadway Tunnel West Mini Park,FY14Q1,0.967
138,PSA1,Justin Herman-Embarcadero Plaza,FY14Q1,0.963
137,PSA1,Collis P. Huntington Park,FY14Q1,0.957
140,PSA1,Betty Ann Ong Chinese Recreation Center,FY14Q1,0.991
121,PSA2,Buchanan Street Mall,FY14Q1,0.738
127,PSA2,Cottage Row Mini Park,FY14Q1,0.9
126,PSA2,Japantown Peace Plaza,FY14Q1,1
106,PSA2,Beideman-O'Farrell Mini Park,FY14Q1,1
